Timestamp,From Bank,Account,To Bank,Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:10,001,80118DED0,001,80118DED0,10.77,US Dollar,10.77,US Dollar,Reinvestment,0
2022/09/01 00:21,00220,80118FD40,00220,80118FD40,21.49,US Dollar,21.49,US Dollar,Reinvestment,0
2022/09/01 00:10,001411,801193660,001411,801193660,18947.77,US Dollar,18947.77,US Dollar,Reinvestment,0
2022/09/01 00:06,001411,801193660,001411,801193660,9.50,US Dollar,9.50,US Dollar,Reinvestment,0
2022/09/01 00:14,021575,801193470,021575,801193470,539873.31,US Dollar,539873.31,US Dollar,Reinvestment,0
2022/09/01 00:05,070,100428660,021575,801193470,40537.46,US Dollar,40537.46,US Dollar,Cheque,0
2022/09/01 00:27,070,100428660,021575,801193470,7100.61,US Dollar,7100.61,US Dollar,Credit Card,0
2022/09/01 00:19,01665,8011942A0,01665,8011942A0,5248.95,US Dollar,5248.95,US Dollar,Reinvestment,0
2022/09/01 00:15,011157,801195D20,011157,801195D20,16531.25,US Dollar,16531.25,US Dollar,Reinvestment,0
2022/09/01 00:23,011107,801195A40,011107,801195A40,5.31,US Dollar,5.31,US Dollar,Reinvestment,0
2022/09/01 00:21,011107,801182E50,011107,801182E50,4013804.74,US Dollar,4013804.74,US Dollar,Reinvestment,0
2022/09/01 00:03,033032,801182F90,033032,801182F90,319.77,US Dollar,319.77,US Dollar,Reinvestment,0
2022/09/01 00:17,032117,801183110,032117,801183110,51184.16,US Dollar,51184.16,US Dollar,Reinvestment,0
2022/09/01 00:19,001241,801183390,001241,801183390,3743.19,US Dollar,3743.19,US Dollar,Reinvestment,0
2022/09/01 00:26,032645,801187410,002053,801183160,1044.94,US Dollar,1044.94,US Dollar,Cheque,0
2022/09/01 00:07,001686,801187460,001686,801187460,3241.39,US Dollar,3241.39,US Dollar,Reinvestment,0
2022/09/01 00:28,033036,801187550,002439,801191EC0,20337.96,US Dollar,20337.96,US Dollar,ACH,0
2022/09/01 00:29,012381,801193280,012381,801193280,7403.72,US Dollar,7403.72,US Dollar,Reinvestment,0
2022/09/01 00:17,033047,801193B70,033047,801193B70,7977.30,US Dollar,7977.30,US Dollar,Reinvestment,0
2022/09/01 00:22,03486,801194910,03486,801194910,44.15,US Dollar,44.15,US Dollar,Reinvestment,0
2022/09/01 00:04,001047,801187770,001047,801187770,20.32,US Dollar,20.32,US Dollar,Reinvestment,0
2022/09/01 00:10,021575,801187A30,021575,801187A30,9.82,US Dollar,9.82,US Dollar,Reinvestment,0
2022/09/01 00:00,002439,801194BD0,002439,801194BD0,3.41,US Dollar,3.41,US Dollar,Reinvestment,0
2022/09/01 00:00,001,801196840,00220,8048E5600,113.98,US Dollar,113.98,US Dollar,Credit Card,0
2022/09/01 00:09,021174,8007D4830,001,8011986C0,50962.62,US Dollar,50962.62,US Dollar,Cheque,0
2022/09/01 00:18,021174,8007D4830,001,8011986C0,22417.39,US Dollar,22417.39,US Dollar,ACH,0
2022/09/01 00:22,002824,801198A00,002824,801198A00,69018.72,US Dollar,69018.72,US Dollar,Reinvestment,0
2022/09/01 00:10,010,800886480,002824,801198A00,16050.07,US Dollar,16050.07,US Dollar,Cheque,0
2022/09/01 00:14,010,800886480,002824,801198A00,2090.55,US Dollar,2090.55,US Dollar,Credit Card,0
2022/09/01 00:14,010,800886480,002824,801198A00,30007.18,US Dollar,30007.18,US Dollar,Cash,0
2022/09/01 00:00,010,800886480,002824,801198A00,23693.28,US Dollar,23693.28,US Dollar,Wire,0
2022/09/01 00:19,011813,8011993B0,011813,8011993B0,945043.19,US Dollar,945043.19,US Dollar,Reinvestment,0
2022/09/01 00:20,01362,8011994F0,01362,8011994F0,47424.10,US Dollar,47424.10,US Dollar,Reinvestment,0
2022/09/01 00:29,002947,801199680,002947,801199680,2464.85,US Dollar,2464.85,US Dollar,Reinvestment,0
2022/09/01 00:27,01362,8011994F0,01362,8011994F0,13.18,US Dollar,13.18,US Dollar,Reinvestment,0
2022/09/01 00:25,001,801199180,001,801199180,697233.32,US Dollar,697233.32,US Dollar,Reinvestment,0
2022/09/01 00:26,070,100428660,001,801199180,7187.71,US Dollar,7187.71,US Dollar,Cheque,0
2022/09/01 00:24,070,100428660,001,801199180,2441.09,US Dollar,2441.09,US Dollar,Credit Card,0
2022/09/01 00:05,001,801199180,001,801199180,8.72,US Dollar,8.72,US Dollar,Reinvestment,0
2022/09/01 00:13,00701,80119B0C0,00701,80119B0C0,18.02,US Dollar,18.02,US Dollar,Reinvestment,0
2022/09/01 00:05,032241,80119B900,01729,80119B8B0,1323.70,US Dollar,1323.70,US Dollar,Cheque,0
2022/09/01 00:14,012381,80119B6C0,012381,80119B6C0,129391.56,US Dollar,129391.56,US Dollar,Reinvestment,0
2022/09/01 00:13,001853,80119C6F0,001853,80119C6F0,122201.12,US Dollar,122201.12,US Dollar,Reinvestment,0
2022/09/01 00:27,001,80067AF80,001853,80119C6F0,1552.20,US Dollar,1552.20,US Dollar,Cheque,0
2022/09/01 00:21,001,80067AF80,001853,80119C6F0,3239.15,US Dollar,3239.15,US Dollar,ACH,0
2022/09/01 00:08,011107,80119CCE0,011107,80119CCE0,31692.60,US Dollar,31692.60,US Dollar,Reinvestment,0
2022/09/01 00:19,012719,80119E780,012719,80119E780,573.35,US Dollar,573.35,US Dollar,Reinvestment,0
2022/09/01 00:09,01601,80119E870,01601,80119E870,590.81,US Dollar,590.81,US Dollar,Reinvestment,0
2022/09/01 00:27,010,80119F5B0,010,80119F5B0,109218.92,US Dollar,109218.92,US Dollar,Reinvestment,0
2022/09/01 00:27,00513,80119AE80,00513,80119AE80,24808.87,US Dollar,24808.87,US Dollar,Reinvestment,0
2022/09/01 00:01,001068,80119D320,001068,80119D320,13958.13,US Dollar,13958.13,US Dollar,Reinvestment,0
2022/09/01 00:29,00220,80119EDA0,00220,80119EDA0,5525.78,US Dollar,5525.78,US Dollar,Reinvestment,0
2022/09/01 00:22,001686,80119F3C0,001686,80119F3C0,7631.94,US Dollar,7631.94,US Dollar,Reinvestment,0
2022/09/01 00:19,002627,80119F8F0,002627,80119F8F0,2840.84,US Dollar,2840.84,US Dollar,Reinvestment,0
2022/09/01 00:09,03553,80119FB20,03553,80119FB20,6104.31,US Dollar,6104.31,US Dollar,Reinvestment,0
2022/09/01 00:01,002627,80119F8F0,002627,80119F8F0,22.45,US Dollar,22.45,US Dollar,Reinvestment,0
2022/09/01 00:04,011107,8011A0890,011107,8011A0890,1783752.19,US Dollar,1783752.19,US Dollar,Reinvestment,0
2022/09/01 00:29,00795,8011A0F40,00795,8011A0F40,62970.44,US Dollar,62970.44,US Dollar,Reinvestment,0
2022/09/01 00:28,001412,800BEDBB0,011318,8011A0DB0,5749.62,US Dollar,5749.62,US Dollar,Credit Card,0
2022/09/01 00:24,001412,800BEDBB0,011318,8011A0DB0,14244.03,US Dollar,14244.03,US Dollar,Wire,0
2022/09/01 00:28,01588,8011A3410,01588,8011A3410,111770.26,US Dollar,111770.26,US Dollar,Reinvestment,0
2022/09/01 00:01,022345,8011A4A80,022345,8011A4A80,125169.24,US Dollar,125169.24,US Dollar,Reinvestment,0
2022/09/01 00:18,022345,8011A4A80,022345,8011A4A80,3.51,US Dollar,3.51,US Dollar,Reinvestment,0
2022/09/01 00:09,010,8011A5430,010,8011A5430,9.38,US Dollar,9.38,US Dollar,Reinvestment,0
2022/09/01 00:06,011813,8011A5B20,011813,8011A5B20,209.49,US Dollar,209.49,US Dollar,Reinvestment,0
2022/09/01 00:26,02843,8011A5000,02843,8011A5000,12.61,US Dollar,12.61,US Dollar,Reinvestment,0
2022/09/01 00:22,022736,8011A5230,022736,8011A5230,23.28,US Dollar,23.28,US Dollar,Reinvestment,0
2022/09/01 00:10,022828,8011A5790,016586,80DF13690,4.30,US Dollar,4.30,US Dollar,Credit Card,0
2022/09/01 00:20,001412,8011A5990,001412,8011A5990,24.66,US Dollar,24.66,US Dollar,Reinvestment,0
2022/09/01 00:29,001241,8011A5BC0,012735,802332620,122.24,US Dollar,122.24,US Dollar,Credit Card,0
2022/09/01 00:06,00220,8001357A0,011974,8011A6750,72967.28,US Dollar,72967.28,US Dollar,Cheque,0
2022/09/01 00:22,00220,8001357A0,011974,8011A6750,18717.13,US Dollar,18717.13,US Dollar,Credit Card,0
2022/09/01 00:05,00220,8001357A0,011974,8011A6750,15514.57,US Dollar,15514.57,US Dollar,Cash,0
2022/09/01 00:26,001,8011A6E80,001,8011A6E80,9000.81,US Dollar,9000.81,US Dollar,Reinvestment,0
2022/09/01 00:00,022345,8011A42C0,022345,8011A42C0,14106.22,US Dollar,14106.22,US Dollar,Reinvestment,0
2022/09/01 00:13,033058,8011A4360,033058,8011A4360,7692.78,US Dollar,7692.78,US Dollar,Reinvestment,0
2022/09/01 00:14,002627,8011A7190,002627,8011A7190,12081.15,US Dollar,12081.15,US Dollar,Reinvestment,0
2022/09/01 00:29,01420,8011A8050,01420,8011A8050,7.20,US Dollar,7.20,US Dollar,Reinvestment,0
2022/09/01 00:11,001,80067AF80,011318,8011A8F60,51788.95,US Dollar,51788.95,US Dollar,Cheque,0
2022/09/01 00:17,001,80067AF80,011318,8011A8F60,14500.50,US Dollar,14500.50,US Dollar,Cash,0
2022/09/01 00:23,011318,8011A8F60,011318,8011A8F60,13.32,US Dollar,13.32,US Dollar,Reinvestment,0
2022/09/01 00:23,01362,8011A9730,01362,8011A9730,111436.12,US Dollar,111436.12,US Dollar,Reinvestment,0
2022/09/01 00:19,032223,8011A9780,032223,8011A9780,5991.55,US Dollar,5991.55,US Dollar,Reinvestment,0
2022/09/01 00:26,01362,8011A9730,01362,8011A9730,7.78,US Dollar,7.78,US Dollar,Reinvestment,0
2022/09/01 00:23,011318,8011A9D50,011318,8011A9D50,180.56,US Dollar,180.56,US Dollar,Reinvestment,0
2022/09/01 00:11,010,8011AA1E0,010,8011AA1E0,18840.40,US Dollar,18840.40,US Dollar,Reinvestment,0
2022/09/01 00:16,00513,8011AAD90,00513,8011AAD90,285792.45,US Dollar,285792.45,US Dollar,Reinvestment,0
2022/09/01 00:11,002824,8011ABF20,002824,8011ABF20,19.88,US Dollar,19.88,US Dollar,Reinvestment,0
2022/09/01 00:23,00220,8011AD450,00220,8011AD450,195390.22,US Dollar,195390.22,US Dollar,Reinvestment,0
2022/09/01 00:17,001068,8011AD260,001068,8011AD260,13.82,US Dollar,13.82,US Dollar,Reinvestment,0
2022/09/01 00:28,00795,8011AE7D0,00795,8011AE7D0,22.25,US Dollar,22.25,US Dollar,Reinvestment,0
2022/09/01 00:13,002627,8011AEFA0,002627,8011AEFA0,183444.43,US Dollar,183444.43,US Dollar,Reinvestment,0
2022/09/01 00:23,01601,8011AEFF0,01601,8011AEFF0,1915.37,US Dollar,1915.37,US Dollar,Reinvestment,0
2022/09/01 00:24,00513,8011AF8F0,00513,8011AF8F0,5.24,US Dollar,5.24,US Dollar,Reinvestment,0
2022/09/01 00:07,01420,8011ADFF0,01420,8011ADFF0,7390.15,US Dollar,7390.15,US Dollar,Reinvestment,0
2022/09/01 00:13,011296,8011AF3F0,011296,8011AF3F0,5154.27,US Dollar,5154.27,US Dollar,Reinvestment,0
2022/09/01 00:13,00701,8011AF6B0,00701,8011AF6B0,8.27,US Dollar,8.27,US Dollar,Reinvestment,0
2022/09/01 00:25,032385,8011B0E10,001,8011B0D70,0.01,US Dollar,0.01,US Dollar,Cheque,0
2022/09/01 00:05,032623,8011B17B0,032623,8011B17B0,59.67,US Dollar,59.67,US Dollar,Reinvestment,0
2022/09/01 00:03,001,8011B0D70,001,8011B0D70,19.99,US Dollar,19.99,US Dollar,Reinvestment,0
2022/09/01 00:08,022345,8011B1800,022345,8011B1800,19.12,US Dollar,19.12,US Dollar,Reinvestment,0
2022/09/01 00:14,002385,8011B2210,002385,8011B2210,966.96,US Dollar,966.96,US Dollar,Reinvestment,0
2022/09/01 00:23,02843,8011B2800,02843,8011B2800,11671.71,US Dollar,11671.71,US Dollar,Reinvestment,0
2022/09/01 00:17,001853,8011B2CA0,001853,8011B2CA0,407445.96,US Dollar,407445.96,US Dollar,Reinvestment,0
2022/09/01 00:25,001,8004B1D70,001853,8011B2CA0,174753.80,US Dollar,174753.80,US Dollar,Cheque,0
2022/09/01 00:11,001,8004B1D70,001853,8011B2CA0,24747.35,US Dollar,24747.35,US Dollar,Credit Card,0
2022/09/01 00:02,001,8004B1D70,001853,8011B2CA0,526949.98,US Dollar,526949.98,US Dollar,Cash,0
2022/09/01 00:29,001,8004B1D70,001853,8011B2CA0,29602.59,US Dollar,29602.59,US Dollar,Wire,0
2022/09/01 00:05,01292,8004872A0,001686,8011B3530,2118.13,US Dollar,2118.13,US Dollar,Cheque,0
2022/09/01 00:19,01292,8004872A0,001686,8011B3530,634.73,US Dollar,634.73,US Dollar,Credit Card,0
2022/09/01 00:08,013037,8011B4700,013037,8011B4700,14.33,US Dollar,14.33,US Dollar,Reinvestment,0
2022/09/01 00:11,002439,8011B4DE0,002439,8011B4DE0,8.05,US Dollar,8.05,US Dollar,Reinvestment,0
2022/09/01 00:21,001457,8011B60E0,001457,8011B60E0,331759.07,US Dollar,331759.07,US Dollar,Reinvestment,0
2022/09/01 00:01,001457,8011B60E0,001457,8011B60E0,11.43,US Dollar,11.43,US Dollar,Reinvestment,0
2022/09/01 00:21,00795,8010A5680,01688,8011B5EA0,2065.99,US Dollar,2065.99,US Dollar,Cheque,0
2022/09/01 00:13,00795,8010A5680,01688,8011B5EA0,2465.43,US Dollar,2465.43,US Dollar,Credit Card,0
2022/09/01 00:00,00795,8010A5680,01688,8011B5EA0,2452.60,US Dollar,2452.60,US Dollar,Cash,0
2022/09/01 00:28,01420,8011B6FB0,01420,8011B6FB0,3395734.11,US Dollar,3395734.11,US Dollar,Reinvestment,0
2022/09/01 00:08,021258,8011B7140,021258,8011B7140,181.41,US Dollar,181.41,US Dollar,Reinvestment,0
2022/09/01 00:17,031218,8011B7190,01420,8011B6FB0,536.53,US Dollar,536.53,US Dollar,ACH,0
2022/09/01 00:16,01420,8011B7CE0,01420,8011B7CE0,427264.32,US Dollar,427264.32,US Dollar,Reinvestment,0
2022/09/01 00:04,021550,8011B7D30,021550,8011B7D30,24.23,US Dollar,24.23,US Dollar,Reinvestment,0
2022/09/01 00:12,001412,8011B79A0,001412,8011B79A0,5611.42,US Dollar,5611.42,US Dollar,Reinvestment,0
2022/09/01 00:12,021940,8011B79F0,021940,8011B79F0,1482.74,US Dollar,1482.74,US Dollar,Reinvestment,0
2022/09/01 00:01,022345,8011B7950,022345,8011B7950,14.74,US Dollar,14.74,US Dollar,Reinvestment,0
2022/09/01 00:01,001412,8011B79A0,001412,8011B79A0,7.92,US Dollar,7.92,US Dollar,Reinvestment,0
2022/09/01 00:00,021940,8011B79F0,021940,8011B79F0,5.22,US Dollar,5.22,US Dollar,Reinvestment,0
2022/09/01 00:14,032644,8011B6CE0,032644,8011B6CE0,1574.57,US Dollar,1574.57,US Dollar,Reinvestment,0
2022/09/01 00:19,03494,8011B91C0,03494,8011B91C0,6025.93,US Dollar,6025.93,US Dollar,Reinvestment,0
2022/09/01 00:13,002952,8011B96C0,002952,8011B96C0,2484.37,US Dollar,2484.37,US Dollar,Reinvestment,0
2022/09/01 00:09,01292,8011B6A20,01292,8011B6A20,5.22,US Dollar,5.22,US Dollar,Reinvestment,0
2022/09/01 00:20,001244,8011B8900,001244,8011B8900,15.92,US Dollar,15.92,US Dollar,Reinvestment,0
2022/09/01 00:00,022828,8011B8C10,022828,8011B8C10,21.09,US Dollar,21.09,US Dollar,Reinvestment,0
2022/09/01 00:11,011471,8011B98A0,011471,8011B98A0,5.77,US Dollar,5.77,US Dollar,Reinvestment,0
2022/09/01 00:29,011107,8006CFF30,001411,8011BAEC0,3415.96,US Dollar,3415.96,US Dollar,Cheque,0
2022/09/01 00:06,011107,8006CFF30,001411,8011BAEC0,13891.36,US Dollar,13891.36,US Dollar,Cash,0
2022/09/01 00:11,001411,8011BAEC0,001411,8011BAEC0,8.43,US Dollar,8.43,US Dollar,Reinvestment,0
2022/09/01 00:14,01292,80087CBA0,001047,8011BBAB0,2216.08,US Dollar,2216.08,US Dollar,Credit Card,0
2022/09/01 00:11,01292,80087CBA0,001047,8011BBAB0,41392.78,US Dollar,41392.78,US Dollar,Cash,0
2022/09/01 00:12,001047,8011BBAB0,001047,8011BBAB0,14.74,US Dollar,14.74,US Dollar,Reinvestment,0
2022/09/01 00:11,011318,8011A2FD0,011318,8011A2FD0,31518093.48,US Dollar,31518093.48,US Dollar,Reinvestment,0
2022/09/01 00:29,033036,8011A3A20,033036,8011A3A20,934.14,US Dollar,934.14,US Dollar,Reinvestment,0
2022/09/01 00:05,01688,8011BBD20,021174,8011A3AC0,5634313.00,US Dollar,5634313.00,US Dollar,Cheque,0
2022/09/01 00:08,011405,8011A7DC0,011405,8011A7DC0,35650.49,US Dollar,35650.49,US Dollar,Reinvestment,0
2022/09/01 00:20,021174,8011AA8D0,021174,8011AA8D0,78719.74,US Dollar,78719.74,US Dollar,Reinvestment,0
2022/09/01 00:27,022205,8011AB510,022205,8011AB510,50556.26,US Dollar,50556.26,US Dollar,Reinvestment,0
2022/09/01 00:13,01665,8011ACC60,001244,8011ACC10,21714282.00,US Dollar,21714282.00,US Dollar,Cheque,0
2022/09/01 00:09,001853,8011AD020,001853,8011AD020,1279.46,US Dollar,1279.46,US Dollar,Reinvestment,0
2022/09/01 00:02,001,8011B0440,001,8011B0440,16326.86,US Dollar,16326.86,US Dollar,Reinvestment,0
2022/09/01 00:26,002454,8011B4450,002627,8011B3A70,872338.00,US Dollar,872338.00,US Dollar,Cheque,0
2022/09/01 00:00,03938,8011B3E20,03938,8011B3E20,1197.24,US Dollar,1197.24,US Dollar,Reinvestment,0
2022/09/01 00:08,01292,8011B4050,01292,8011B4050,34178.59,US Dollar,34178.59,US Dollar,Reinvestment,0
2022/09/01 00:14,012719,8011B40F0,012719,8011B40F0,33985.07,US Dollar,33985.07,US Dollar,Reinvestment,0
2022/09/01 00:29,010,8011B4A10,010,8011B4A10,18487.17,US Dollar,18487.17,US Dollar,Reinvestment,0
2022/09/01 00:23,012,8011B4A60,012,8011B4A60,48119.71,US Dollar,48119.71,US Dollar,Reinvestment,0
2022/09/01 00:13,022736,8011B4B00,022736,8011B4B00,31786.28,US Dollar,31786.28,US Dollar,Reinvestment,0
2022/09/01 00:25,031192,8011B5A20,031192,8011B5A20,19264.85,US Dollar,19264.85,US Dollar,Reinvestment,0
2022/09/01 00:03,00220,8011BB550,00220,8011BB550,54581.27,US Dollar,54581.27,US Dollar,Reinvestment,0
2022/09/01 00:21,032769,8011BB690,032769,8011BB690,3146.75,US Dollar,3146.75,US Dollar,Reinvestment,0
2022/09/01 00:18,01688,8011BBD20,01688,8011BBD20,50883.08,US Dollar,50883.08,US Dollar,Reinvestment,0
2022/09/01 00:00,001124,8011BBD70,001124,8011BBD70,28476.04,US Dollar,28476.04,US Dollar,Reinvestment,0
2022/09/01 00:09,032667,8011BCAD0,032667,8011BCAD0,1461.32,US Dollar,1461.32,US Dollar,Reinvestment,0
2022/09/01 00:05,011318,8011A2FD0,011318,8011A2FD0,14.05,US Dollar,14.05,US Dollar,Reinvestment,0
2022/09/01 00:12,001686,8011A3A70,001686,8011A3A70,13.53,US Dollar,13.53,US Dollar,Reinvestment,0
2022/09/01 00:10,021174,8011A3AC0,0137766,8136B6F80,7.27,US Dollar,7.27,US Dollar,Credit Card,0
2022/09/01 00:25,011405,8011A7DC0,011405,8011A7DC0,11.43,US Dollar,11.43,US Dollar,Reinvestment,0
2022/09/01 00:04,021174,8011A8880,021174,8011A8880,24.39,US Dollar,24.39,US Dollar,Reinvestment,0
2022/09/01 00:01,021550,8011AB650,021550,8011AB650,14.79,US Dollar,14.79,US Dollar,Reinvestment,0
2022/09/01 00:29,022736,8011AB880,0223635,80D447D80,13.97,US Dollar,13.97,US Dollar,Credit Card,0
2022/09/01 00:19,001244,8011ACC10,002824,80ACAE6A0,26.11,US Dollar,26.11,US Dollar,Credit Card,0
