Timestamp,From Bank,Account,To Bank,Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:04,010,80255D300,010,80255D300,27298.96,US Dollar,27298.96,US Dollar,Reinvestment,0
2022/09/01 00:15,032390,802562820,032390,802562820,2451.15,US Dollar,2451.15,US Dollar,Reinvestment,0
2022/09/01 00:28,003051,802562960,003051,802562960,14416.15,US Dollar,14416.15,US Dollar,Reinvestment,0
2022/09/01 00:06,031610,8025629B0,031610,8025629B0,2300.72,US Dollar,2300.72,US Dollar,Reinvestment,0
2022/09/01 00:23,006179,802562A00,006179,802562A00,4053.86,US Dollar,4053.86,US Dollar,Reinvestment,0
2022/09/01 00:11,003144,802562EA0,003144,802562EA0,12810.93,US Dollar,12810.93,US Dollar,Reinvestment,0
2022/09/01 00:15,023537,802562F40,023537,802562F40,25055.94,US Dollar,25055.94,US Dollar,Reinvestment,0
2022/09/01 00:01,00513,802562F90,00513,802562F90,20135.46,US Dollar,20135.46,US Dollar,Reinvestment,0
2022/09/01 00:27,004503,802564680,004503,802564680,1589.03,US Dollar,1589.03,US Dollar,Reinvestment,0
2022/09/01 00:13,011296,802564720,011296,802564720,2023.35,US Dollar,2023.35,US Dollar,Reinvestment,0
2022/09/01 00:28,03855,802565810,03855,802565810,27947.80,US Dollar,27947.80,US Dollar,Reinvestment,0
2022/09/01 00:02,001124,802565900,001124,802565900,1876.64,US Dollar,1876.64,US Dollar,Reinvestment,0
2022/09/01 00:27,005140,802565C70,005140,802565C70,2576.49,US Dollar,2576.49,US Dollar,Reinvestment,0
2022/09/01 00:19,022828,802566420,022828,802566420,49.05,US Dollar,49.05,US Dollar,Reinvestment,0
2022/09/01 00:25,025547,80255C3C0,00795,806F238F0,86.62,US Dollar,86.62,US Dollar,Credit Card,0
2022/09/01 00:02,023537,80255C8C0,023537,80255C8C0,17.57,US Dollar,17.57,US Dollar,Reinvestment,0
2022/09/01 00:29,013037,80255CAF0,013037,80255CAF0,9.96,US Dollar,9.96,US Dollar,Reinvestment,0
2022/09/01 00:02,012719,802562470,012719,802562470,5.14,US Dollar,5.14,US Dollar,Reinvestment,0
2022/09/01 00:28,003051,802562960,003051,802562960,23.52,US Dollar,23.52,US Dollar,Reinvestment,0
2022/09/01 00:29,006179,802562A00,006179,802562A00,12.74,US Dollar,12.74,US Dollar,Reinvestment,0
2022/09/01 00:16,00513,802562F90,00513,802562F90,10.58,US Dollar,10.58,US Dollar,Reinvestment,0
2022/09/01 00:22,005140,802565C70,005140,802565C70,21.70,US Dollar,21.70,US Dollar,Reinvestment,0
2022/09/01 00:13,035503,80253F760,035503,80253F760,10720.32,US Dollar,10720.32,US Dollar,Reinvestment,0
2022/09/01 00:19,001853,802558750,001853,802558750,415.77,US Dollar,415.77,US Dollar,Reinvestment,0
2022/09/01 00:17,036318,80255B810,036318,80255B810,7838.92,US Dollar,7838.92,US Dollar,Reinvestment,0
2022/09/01 00:17,01665,8003DCC90,001853,80253F6C0,45781.34,US Dollar,45781.34,US Dollar,Cheque,0
2022/09/01 00:10,01665,8003DCC90,001853,80253F6C0,9529.60,US Dollar,9529.60,US Dollar,Credit Card,0
2022/09/01 00:11,01665,8003DCC90,001853,80253F6C0,17397.09,US Dollar,17397.09,US Dollar,Cash,0
2022/09/01 00:09,01665,8003DCC90,001853,80253F6C0,2900.59,US Dollar,2900.59,US Dollar,ACH,0
2022/09/01 00:00,015980,802559360,028694,80D78BBE0,41.98,US Dollar,41.98,US Dollar,Credit Card,0
2022/09/01 00:20,010,80253D1C0,010,80253D1C0,1141.30,US Dollar,1141.30,US Dollar,Reinvestment,0
2022/09/01 00:23,004242,802569350,004242,802569350,1226.60,US Dollar,1226.60,US Dollar,Reinvestment,0
2022/09/01 00:29,016136,80253E250,016136,80253E250,3.43,US Dollar,3.43,US Dollar,Reinvestment,0
2022/09/01 00:21,004242,802569350,004242,802569350,7.25,US Dollar,7.25,US Dollar,Reinvestment,0
2022/09/01 00:25,011471,8025693A0,011471,8025693A0,16.71,US Dollar,16.71,US Dollar,Reinvestment,0
2022/09/01 00:01,012,8025712B0,012,8025712B0,10974795.81,US Dollar,10974795.81,US Dollar,Reinvestment,0
2022/09/01 00:18,002454,802571E70,002454,802571E70,1613.20,US Dollar,1613.20,US Dollar,Reinvestment,0
2022/09/01 00:22,002454,802571E70,002454,802571E70,15.18,US Dollar,15.18,US Dollar,Reinvestment,0
2022/09/01 00:11,015730,802573B60,015730,802573B60,211142.93,US Dollar,211142.93,US Dollar,Reinvestment,0
2022/09/01 00:19,01665,80257FF20,01665,80257FF20,355904.68,US Dollar,355904.68,US Dollar,Reinvestment,0
2022/09/01 00:05,01665,80257FF20,01665,80257FF20,19.71,US Dollar,19.71,US Dollar,Reinvestment,0
2022/09/01 00:05,014549,802580B50,014549,802580B50,103380.91,US Dollar,103380.91,US Dollar,Reinvestment,0
2022/09/01 00:21,014549,802580B50,014549,802580B50,11.16,US Dollar,11.16,US Dollar,Reinvestment,0
2022/09/01 00:01,003698,80251ED00,024132,802580960,31833.41,US Dollar,31833.41,US Dollar,Cheque,0
2022/09/01 00:10,003698,80251ED00,024132,802580960,27856.06,US Dollar,27856.06,US Dollar,Cash,0
2022/09/01 00:15,011904,8025817D0,011904,8025817D0,86732.48,US Dollar,86732.48,US Dollar,Reinvestment,0
2022/09/01 00:04,011904,8025817D0,011904,8025817D0,13.85,US Dollar,13.85,US Dollar,Reinvestment,0
2022/09/01 00:03,024515,8025803C0,024515,8025803C0,2544365.39,US Dollar,2544365.39,US Dollar,Reinvestment,0
2022/09/01 00:00,003144,802587B10,003144,802587B10,8.35,US Dollar,8.35,US Dollar,Reinvestment,0
2022/09/01 00:14,022828,802587870,022828,802587870,54.34,US Dollar,54.34,US Dollar,Reinvestment,0
2022/09/01 00:09,032584,8025878C0,032584,8025878C0,10837.10,US Dollar,10837.10,US Dollar,Reinvestment,0
2022/09/01 00:27,001,802587690,001,802587690,24.91,US Dollar,24.91,US Dollar,Reinvestment,0
2022/09/01 00:12,014077,80258DEC0,014077,80258DEC0,55040.21,US Dollar,55040.21,US Dollar,Reinvestment,0
2022/09/01 00:11,014077,80258DEC0,014077,80258DEC0,16.72,US Dollar,16.72,US Dollar,Reinvestment,0
2022/09/01 00:28,01665,80258E5B0,01665,80258E5B0,929.83,US Dollar,929.83,US Dollar,Reinvestment,0
2022/09/01 00:13,011471,80258E600,011471,80258E600,23.63,US Dollar,23.63,US Dollar,Reinvestment,0
2022/09/01 00:16,070,100428660,025075,80258EB50,20613.80,US Dollar,20613.80,US Dollar,Cheque,0
2022/09/01 00:19,070,100428660,025075,80258EB50,2583.30,US Dollar,2583.30,US Dollar,Credit Card,0
2022/09/01 00:02,070,100428660,025075,80258EB50,11698.92,US Dollar,11698.92,US Dollar,Cash,0
2022/09/01 00:05,014099,80258DB40,014099,80258DB40,1581142.90,US Dollar,1581142.90,US Dollar,Reinvestment,0
2022/09/01 00:07,006156,80258E1D0,006156,80258E1D0,351.80,US Dollar,351.80,US Dollar,Reinvestment,0
2022/09/01 00:03,034051,80258E910,034051,80258E910,2362.59,US Dollar,2362.59,US Dollar,Reinvestment,0
2022/09/01 00:03,070,100428660,014099,80258DB40,13812.31,US Dollar,13812.31,US Dollar,Cheque,0
2022/09/01 00:13,014099,80258DB40,014099,80258DB40,17.19,US Dollar,17.19,US Dollar,Reinvestment,0
2022/09/01 00:11,015980,80258E220,015980,80258E220,13.83,US Dollar,13.83,US Dollar,Reinvestment,0
2022/09/01 00:11,034103,802592BF0,013145,802592BA0,19138.46,US Dollar,19138.46,US Dollar,ACH,0
2022/09/01 00:05,023885,802593340,023885,802593340,43126.34,US Dollar,43126.34,US Dollar,Reinvestment,0
2022/09/01 00:13,023885,802593340,023885,802593340,23.39,US Dollar,23.39,US Dollar,Reinvestment,0
2022/09/01 00:22,03727,802593650,03727,802593650,426.82,US Dollar,426.82,US Dollar,Reinvestment,0
2022/09/01 00:17,002824,8025935B0,002824,8025935B0,23.25,US Dollar,23.25,US Dollar,Reinvestment,0
2022/09/01 00:25,015916,8025966A0,015916,8025966A0,17.97,US Dollar,17.97,US Dollar,Reinvestment,0
2022/09/01 00:17,024515,80239AE80,01665,80259E2F0,212.51,US Dollar,212.51,US Dollar,Cheque,0
2022/09/01 00:23,024515,80239AE80,01665,80259E2F0,1669.10,US Dollar,1669.10,US Dollar,Credit Card,0
2022/09/01 00:04,01665,80259E2F0,01665,80259E2F0,14.11,US Dollar,14.11,US Dollar,Reinvestment,0
2022/09/01 00:22,006075,80259DF20,006075,80259DF20,207494.83,US Dollar,207494.83,US Dollar,Reinvestment,0
2022/09/01 00:28,016031,80259DFC0,016031,80259DFC0,2956.82,US Dollar,2956.82,US Dollar,Reinvestment,0
2022/09/01 00:28,006075,80259DF20,006075,80259DF20,20.12,US Dollar,20.12,US Dollar,Reinvestment,0
2022/09/01 00:06,021550,80259E100,021550,80259E100,4.67,US Dollar,4.67,US Dollar,Reinvestment,0
2022/09/01 00:03,006129,80259F490,006129,80259F490,508.81,US Dollar,508.81,US Dollar,Reinvestment,0
2022/09/01 00:22,011813,80259F4E0,011813,80259F4E0,14.15,US Dollar,14.15,US Dollar,Reinvestment,0
2022/09/01 00:15,013037,80259FF50,013037,80259FF50,616989.46,US Dollar,616989.46,US Dollar,Reinvestment,0
2022/09/01 00:21,070,100428660,013037,80259FF50,93432.96,US Dollar,93432.96,US Dollar,Cheque,0
2022/09/01 00:17,070,100428660,013037,80259FF50,23604.79,US Dollar,23604.79,US Dollar,Cash,0
2022/09/01 00:13,024132,8025A0E70,024132,8025A0E70,1490435.62,US Dollar,1490435.62,US Dollar,Reinvestment,0
2022/09/01 00:06,002952,8025A1960,002952,8025A1960,774.07,US Dollar,774.07,US Dollar,Reinvestment,0
2022/09/01 00:09,031416,8025A1A50,015980,8025A1CD0,2439.15,US Dollar,2439.15,US Dollar,ACH,0
2022/09/01 00:23,003698,8025A2560,003698,8025A2560,1850.43,US Dollar,1850.43,US Dollar,Reinvestment,0
2022/09/01 00:03,036368,8025A2CA0,036368,8025A2CA0,1699.24,US Dollar,1699.24,US Dollar,Reinvestment,0
2022/09/01 00:19,011904,80259C980,011904,80259C980,585139.09,US Dollar,585139.09,US Dollar,Reinvestment,0
2022/09/01 00:12,031188,80259D040,031188,80259D040,182.25,US Dollar,182.25,US Dollar,Reinvestment,0
2022/09/01 00:04,006010,80259D710,006010,80259D710,630.51,US Dollar,630.51,US Dollar,Reinvestment,0
2022/09/01 00:09,01588,80259DD00,01588,80259DD00,4000.71,US Dollar,4000.71,US Dollar,Reinvestment,0
2022/09/01 00:04,034871,80259EAB0,034871,80259EAB0,2553.98,US Dollar,2553.98,US Dollar,Reinvestment,0
2022/09/01 00:23,001244,80259ECE0,001244,80259ECE0,645.07,US Dollar,645.07,US Dollar,Reinvestment,0
2022/09/01 00:05,03401,8025A0730,03401,8025A0730,4641.75,US Dollar,4641.75,US Dollar,Reinvestment,0
2022/09/01 00:24,012,8025A0BE0,012,8025A0BE0,2264.72,US Dollar,2264.72,US Dollar,Reinvestment,0
2022/09/01 00:14,035283,8025A3070,001,80259EB50,0.01,US Dollar,0.01,US Dollar,ACH,0
2022/09/01 00:12,01362,8025A3590,01362,8025A3590,9.26,US Dollar,9.26,US Dollar,Reinvestment,0
2022/09/01 00:22,021174,8025AB900,021174,8025AB900,53249.61,US Dollar,53249.61,US Dollar,Reinvestment,0
2022/09/01 00:11,021174,8025AB900,021174,8025AB900,9.23,US Dollar,9.23,US Dollar,Reinvestment,0
2022/09/01 00:11,003149,8025ADBF0,003149,8025ADBF0,17.31,US Dollar,17.31,US Dollar,Reinvestment,0
2022/09/01 00:06,014077,8025AD820,014077,8025AD820,2252669.25,US Dollar,2252669.25,US Dollar,Reinvestment,0
2022/09/01 00:28,032975,8025AE090,032975,8025AE090,3751.06,US Dollar,3751.06,US Dollar,Reinvestment,0
2022/09/01 00:21,031360,8025AE130,031360,8025AE130,7740.76,US Dollar,7740.76,US Dollar,Reinvestment,0
2022/09/01 00:24,002385,8025AE220,002385,8025AE220,15.81,US Dollar,15.81,US Dollar,Reinvestment,0
2022/09/01 00:05,01420,8025AE310,01420,8025AE310,18.54,US Dollar,18.54,US Dollar,Reinvestment,0
2022/09/01 00:22,002627,8025AE3B0,002627,8025AE3B0,8.11,US Dollar,8.11,US Dollar,Reinvestment,0
2022/09/01 00:18,001244,8025AD540,001244,8025AD540,6.46,US Dollar,6.46,US Dollar,Reinvestment,0
2022/09/01 00:11,031251,8025B1B10,01362,8025B1BB0,0.01,US Dollar,0.01,US Dollar,Cheque,0
2022/09/01 00:28,014549,8025B1A70,014549,8025B1A70,7.35,US Dollar,7.35,US Dollar,Reinvestment,0
2022/09/01 00:06,011318,8025B2DC0,011318,8025B2DC0,64167.87,US Dollar,64167.87,US Dollar,Reinvestment,0
2022/09/01 00:20,011318,8025B2DC0,011318,8025B2DC0,7.72,US Dollar,7.72,US Dollar,Reinvestment,0
2022/09/01 00:21,006010,8025B2B30,006010,8025B2B30,24.22,US Dollar,24.22,US Dollar,Reinvestment,0
2022/09/01 00:02,022736,8025B2B80,022736,8025B2B80,9.21,US Dollar,9.21,US Dollar,Reinvestment,0
2022/09/01 00:19,01665,8015B5F00,004726,8025B3B40,9665.14,US Dollar,9665.14,US Dollar,Cheque,0
2022/09/01 00:10,01665,8015B5F00,004726,8025B3B40,3798.61,US Dollar,3798.61,US Dollar,Credit Card,0
2022/09/01 00:04,01665,8015B5F00,004726,8025B3B40,159.16,US Dollar,159.16,US Dollar,Cash,0
2022/09/01 00:29,01665,8015B5F00,004726,8025B3B40,327.93,US Dollar,327.93,US Dollar,Wire,0
2022/09/01 00:00,011405,8025B41D0,011405,8025B41D0,305519.70,US Dollar,305519.70,US Dollar,Reinvestment,0
2022/09/01 00:05,021940,8025B4770,021940,8025B4770,609050.32,US Dollar,609050.32,US Dollar,Reinvestment,0
2022/09/01 00:19,011471,8025B4CA0,011471,8025B4CA0,673.41,US Dollar,673.41,US Dollar,Reinvestment,0
2022/09/01 00:04,021940,8025B4770,021940,8025B4770,14.13,US Dollar,14.13,US Dollar,Reinvestment,0
2022/09/01 00:12,014433,8025B5430,014433,8025B5430,1842.45,US Dollar,1842.45,US Dollar,Reinvestment,0
2022/09/01 00:05,034418,8025B2460,034418,8025B2460,199.40,US Dollar,199.40,US Dollar,Reinvestment,0
2022/09/01 00:21,021611,8025B2550,021611,8025B2550,4357.74,US Dollar,4357.74,US Dollar,Reinvestment,0
2022/09/01 00:12,011471,8025B34F0,011471,8025B34F0,5787.73,US Dollar,5787.73,US Dollar,Reinvestment,0
2022/09/01 00:15,035955,8025B3900,035955,8025B3900,1639.50,US Dollar,1639.50,US Dollar,Reinvestment,0
2022/09/01 00:19,022828,8025B5190,022828,8025B5190,28639.10,US Dollar,28639.10,US Dollar,Reinvestment,0
2022/09/01 00:14,031898,8025B58B0,031898,8025B58B0,42404.94,US Dollar,42404.94,US Dollar,Reinvestment,0
2022/09/01 00:21,006276,8025B59A0,006276,8025B59A0,6867.21,US Dollar,6867.21,US Dollar,Reinvestment,0
2022/09/01 00:07,004523,8025B5A40,004523,8025B5A40,6839.07,US Dollar,6839.07,US Dollar,Reinvestment,0
2022/09/01 00:06,02843,8025B1540,00908,80A327A30,122.22,US Dollar,122.22,US Dollar,Credit Card,0
2022/09/01 00:23,011474,8025B1800,011474,8025B1800,16.10,US Dollar,16.10,US Dollar,Reinvestment,0
2022/09/01 00:20,004503,8025B5140,004503,8025B5140,6.73,US Dollar,6.73,US Dollar,Reinvestment,0
2022/09/01 00:15,002385,8025B5810,003144,8018A6AC0,49.69,US Dollar,49.69,US Dollar,Credit Card,0
2022/09/01 00:04,034336,8025B75C0,034336,8025B75C0,734.27,US Dollar,734.27,US Dollar,Reinvestment,0
2022/09/01 00:17,001244,8025B8390,001244,8025B8390,364.10,US Dollar,364.10,US Dollar,Reinvestment,0
2022/09/01 00:05,003420,8025B88C0,003420,8025B88C0,3465.49,US Dollar,3465.49,US Dollar,Reinvestment,0
2022/09/01 00:26,01467,800E7F270,003420,8025B88C0,56624612.30,US Dollar,56624612.30,US Dollar,Cheque,0
2022/09/01 00:22,01467,800E7F270,003420,8025B88C0,7344677.04,US Dollar,7344677.04,US Dollar,Cash,0
2022/09/01 00:27,031271,8025B96B0,031271,8025B96B0,32234.36,US Dollar,32234.36,US Dollar,Reinvestment,0
2022/09/01 00:19,01588,8025B9FB0,01588,8025B9FB0,3.89,US Dollar,3.89,US Dollar,Reinvestment,0
2022/09/01 00:29,001,8025BA000,001,8025BA000,15.66,US Dollar,15.66,US Dollar,Reinvestment,0
2022/09/01 00:12,013145,8025BA140,013145,8025BA140,12.54,US Dollar,12.54,US Dollar,Reinvestment,0
2022/09/01 00:12,012735,8025AF4F0,012735,8025AF4F0,45180.18,US Dollar,45180.18,US Dollar,Reinvestment,0
2022/09/01 00:15,036135,8025AFCC0,036135,8025AFCC0,1573.02,US Dollar,1573.02,US Dollar,Reinvestment,0
2022/09/01 00:03,014433,8025B0A90,014433,8025B0A90,1224.28,US Dollar,1224.28,US Dollar,Reinvestment,0
2022/09/01 00:17,02843,8025B72D0,02843,8025B72D0,1363.76,US Dollar,1363.76,US Dollar,Reinvestment,0
2022/09/01 00:25,034051,8025B7370,025981,8025ACB00,868.45,US Dollar,868.45,US Dollar,Cheque,0
2022/09/01 00:16,00220,8025AF450,015980,80BC05D90,207.04,US Dollar,207.04,US Dollar,Credit Card,0
2022/09/01 00:12,022736,8025AF900,022736,8025AF900,17.69,US Dollar,17.69,US Dollar,Reinvestment,0
2022/09/01 00:12,003229,8025AF9F0,003229,8025AF9F0,3.37,US Dollar,3.37,US Dollar,Reinvestment,0
2022/09/01 00:01,003229,8025B8FC0,01420,80D325EB0,17.55,US Dollar,17.55,US Dollar,Credit Card,0
2022/09/01 00:03,015730,8025BC3A0,015730,8025BC3A0,468464.67,US Dollar,468464.67,US Dollar,Reinvestment,0
2022/09/01 00:12,015730,8025BC3A0,015730,8025BC3A0,12.48,US Dollar,12.48,US Dollar,Reinvestment,0
2022/09/01 00:26,00908,8025AB710,00908,8025AB710,1953.92,US Dollar,1953.92,US Dollar,Reinvestment,0
2022/09/01 00:12,001457,8025AC180,001457,8025AC180,4033.99,US Dollar,4033.99,US Dollar,Reinvestment,0
2022/09/01 00:18,034972,8025AC3B0,034972,8025AC3B0,220.62,US Dollar,220.62,US Dollar,Reinvestment,0
2022/09/01 00:11,01688,8025AB040,01688,8025AB040,7.96,US Dollar,7.96,US Dollar,Reinvestment,0
2022/09/01 00:04,011318,8025BBA20,014549,807F5B130,3.26,US Dollar,3.26,US Dollar,Credit Card,0
2022/09/01 00:05,005836,8025BE6E0,005836,8025BE6E0,20299.36,US Dollar,20299.36,US Dollar,Reinvestment,0
2022/09/01 00:29,024515,8025BEB00,024515,8025BEB00,657.02,US Dollar,657.02,US Dollar,Reinvestment,0
2022/09/01 00:09,01420,8025BE280,01420,8025BE280,2051601.46,US Dollar,2051601.46,US Dollar,Reinvestment,0
2022/09/01 00:08,00220,801469810,006075,8025C34F0,24189.66,US Dollar,24189.66,US Dollar,Cheque,0
2022/09/01 00:26,00220,801469810,006075,8025C34F0,16073.98,US Dollar,16073.98,US Dollar,Credit Card,0
2022/09/01 00:14,00220,801469810,006075,8025C34F0,11284.18,US Dollar,11284.18,US Dollar,Cash,0
2022/09/01 00:08,00220,801469810,006075,8025C34F0,5807.92,US Dollar,5807.92,US Dollar,ACH,0
2022/09/01 00:26,01420,8025C3450,01420,8025C3450,8.83,US Dollar,8.83,US Dollar,Reinvestment,0
2022/09/01 00:08,025637,8025D2160,025637,8025D2160,112472.19,US Dollar,112472.19,US Dollar,Reinvestment,0
2022/09/01 00:07,025637,8025D2160,025637,8025D2160,8.98,US Dollar,8.98,US Dollar,Reinvestment,0
2022/09/01 00:03,003242,8025D2F00,003242,8025D2F00,236.11,US Dollar,236.11,US Dollar,Reinvestment,0
2022/09/01 00:08,016109,8025D05B0,016109,8025D05B0,9.45,US Dollar,9.45,US Dollar,Reinvestment,0
2022/09/01 00:25,006075,8025D1AA0,006075,8025D1AA0,9.22,US Dollar,9.22,US Dollar,Reinvestment,0
2022/09/01 00:12,01588,8025E0020,01588,8025E0020,109963.99,US Dollar,109963.99,US Dollar,Reinvestment,0
2022/09/01 00:09,01588,8025E0020,01588,8025E0020,9.75,US Dollar,9.75,US Dollar,Reinvestment,0
2022/09/01 00:15,012719,8025DFCF0,012719,8025DFCF0,904249.40,US Dollar,904249.40,US Dollar,Reinvestment,0
2022/09/01 00:20,003229,8025E8F40,003229,8025E8F40,52768.79,US Dollar,52768.79,US Dollar,Reinvestment,0
2022/09/01 00:21,01292,8025E9990,01292,8025E9990,1965.67,US Dollar,1965.67,US Dollar,Reinvestment,0
2022/09/01 00:18,01362,801619BC0,01292,8025E9990,868117.54,US Dollar,868117.54,US Dollar,Cheque,0
2022/09/01 00:19,01362,801619BC0,01292,8025E9990,29917.42,US Dollar,29917.42,US Dollar,Credit Card,0
2022/09/01 00:19,01362,801619BC0,01292,8025E9990,480100.57,US Dollar,480100.57,US Dollar,Cash,0
2022/09/01 00:08,01362,801619BC0,01292,8025E9990,100698.80,US Dollar,100698.80,US Dollar,ACH,0
2022/09/01 00:14,01362,801619BC0,01292,8025E9990,487683.38,US Dollar,487683.38,US Dollar,Wire,0
